Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Mexico,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23
2017,Mexico,Turkey,Refugees (incl. refugee-like situations),7
2017,Mexico,Ukraine,Refugees (incl. refugee-like situations),9
2017,Mexico,United States of America,Refugees (incl. refugee-like situations),*
2017,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1185
2017,Mexico,Yemen,Refugees (incl. refugee-like situations),*
2017,Mexico,South Africa,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Afghanistan,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Algeria,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Iraq,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Nigeria,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Pakistan,Refugees (incl. refugee-like situations),*
2017,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),394
2017,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2017,Mali,Burundi,Refugees (incl. refugee-like situations),7
2017,Mali,Central African Rep.,Refugees (incl. refugee-like situations),809
2017,Mali,Côte d'Ivoire,Refugees (incl. refugee-like situations),614
2017,Mali,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),233
2017,Mali,Congo,Refugees (incl. refugee-like situations),24
2017,Mali,Guinea,Refugees (incl. refugee-like situations),*
2017,Mali,Mauritania,Refugees (incl. refugee-like situations),15319
2017,Mali,Rwanda,Refugees (incl. refugee-like situations),7
2017,Mali,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2017,Mali,Chad,Refugees (incl. refugee-like situations),*
2017,Mali,Togo,Refugees (incl. refugee-like situations),14
2017,Mali,Tunisia,Refugees (incl. refugee-like situations),*
2017,Malta,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Malta,Albania,Refugees (incl. refugee-like situations),*
2017,Malta,Bangladesh,Refugees (incl. refugee-like situations),8
2017,Malta,Belarus,Refugees (incl. refugee-like situations),9
2017,Malta,Brazil,Refugees (incl. refugee-like situations),*
2017,Malta,China,Refugees (incl. refugee-like situations),15
2017,Malta,Côte d'Ivoire,Refugees (incl. refugee-like situations),10
2017,Malta,Cameroon,Refugees (incl. refugee-like situations),9
2017,Malta,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Malta,Czech Rep.,Refugees (incl. refugee-like situations),*
2017,Malta,Egypt,Refugees (incl. refugee-like situations),74
2017,Malta,Eritrea,Refugees (incl. refugee-like situations),782
2017,Malta,Ethiopia,Refugees (incl. refugee-like situations),161
2017,Malta,Georgia,Refugees (incl. refugee-like situations),*
2017,Malta,Ghana,Refugees (incl. refugee-like situations),5
2017,Malta,Guinea,Refugees (incl. refugee-like situations),*
2017,Malta,Gambia,Refugees (incl. refugee-like situations),23
2017,Malta,Guinea-Bissau,Refugees (incl. refugee-like situations),*
2017,Malta,"China, Hong Kong SAR",Refugees (incl. refugee-like situations),*
2017,Malta,India,Refugees (incl. refugee-like situations),*
2017,Malta,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),28
2017,Malta,Iraq,Refugees (incl. refugee-like situations),72
2017,Malta,Jordan,Refugees (incl. refugee-like situations),*
2017,Malta,Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Malta,Lebanon,Refugees (incl. refugee-like situations),*
2017,Malta,Liberia,Refugees (incl. refugee-like situations),6
2017,Malta,Libya,Refugees (incl. refugee-like situations),2459
2017,Malta,Sri Lanka,Refugees (incl. refugee-like situations),7
2017,Malta,Morocco,Refugees (incl. refugee-like situations),27
2017,Malta,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Malta,Mali,Refugees (incl. refugee-like situations),17
2017,Malta,Myanmar,Refugees (incl. refugee-like situations),*
2017,Malta,Nigeria,Refugees (incl. refugee-like situations),107
2017,Malta,Nepal,Refugees (incl. refugee-like situations),*
2017,Malta,Pakistan,Refugees (incl. refugee-like situations),51
2017,Malta,Palestinian,Refugees (incl. refugee-like situations),68
2017,Malta,Russian Federation,Refugees (incl. refugee-like situations),12
2017,Malta,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Malta,Sudan,Refugees (incl. refugee-like situations),187
2017,Malta,Senegal,Refugees (incl. refugee-like situations),*
2017,Malta,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Malta,Somalia,Refugees (incl. refugee-like situations),1730
2017,Malta,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),7
2017,Malta,South Sudan,Refugees (incl. refugee-like situations),22
2017,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1289
2017,Malta,Chad,Refugees (incl. refugee-like situations),6
2017,Malta,Togo,Refugees (incl. refugee-like situations),*
2017,Malta,Turkmenistan,Refugees (incl. refugee-like situations),*
2017,Malta,Tunisia,Refugees (incl. refugee-like situations),12
2017,Malta,Turkey,Refugees (incl. refugee-like situations),*
2017,Malta,Ukraine,Refugees (incl. refugee-like situations),120
2017,Malta,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Malta,Stateless,Refugees (incl. refugee-like situations),11
2017,Malta,Various/Unknown,Refugees (incl. refugee-like situations),615
2017,Malta,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Montenegro,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),29
2017,Montenegro,Belarus,Refugees (incl. refugee-like situations),*
2017,Montenegro,Cuba,Refugees (incl. refugee-like situations),7
2017,Montenegro,Ghana,Refugees (incl. refugee-like situations),*
2017,Montenegro,Croatia,Refugees (incl. refugee-like situations),14
2017,Montenegro,Lebanon,Refugees (incl. refugee-like situations),*
2017,Montenegro,Morocco,Refugees (incl. refugee-like situations),*
2017,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),729
2017,Montenegro,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Montenegro,Ukraine,Refugees (incl. refugee-like situations),*
2017,Montenegro,Yemen,Refugees (incl. refugee-like situations),10
2017,Mongolia,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Mongolia,China,Refugees (incl. refugee-like situations),*
2017,Mongolia,Yemen,Refugees (incl. refugee-like situations),*
2017,Mozambique,Angola,Refugees (incl. refugee-like situations),*
2017,Mozambique,Burundi,Refugees (incl. refugee-like situations),982
2017,Mozambique,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2940
2017,Mozambique,Congo,Refugees (incl. refugee-like situations),12
2017,Mozambique,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Mozambique,Rwanda,Refugees (incl. refugee-like situations),766
2017,Mozambique,Sudan,Refugees (incl. refugee-like situations),*
2017,Mozambique,Somalia,Refugees (incl. refugee-like situations),159
2017,Mozambique,Uganda,Refugees (incl. refugee-like situations),7
2017,Mauritania,Angola,Refugees (incl. refugee-like situations),*
2017,Mauritania,Burundi,Refugees (incl. refugee-like situations),*
2017,Mauritania,Central African Rep.,Refugees (incl. refugee-like situations),555
2017,Mauritania,Côte d'Ivoire,Refugees (incl. refugee-like situations),269
2017,Mauritania,Cameroon,Refugees (incl. refugee-like situations),*
2017,Mauritania,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),47
2017,Mauritania,Congo,Refugees (incl. refugee-like situations),9
2017,Mauritania,Western Sahara,Refugees (incl. refugee-like situations),26001
2017,Mauritania,Ethiopia,Refugees (incl. refugee-like situations),6
2017,Mauritania,Guinea,Refugees (incl. refugee-like situations),8
2017,Mauritania,Gambia,Refugees (incl. refugee-like situations),*
2017,Mauritania,Iraq,Refugees (incl. refugee-like situations),38
2017,Mauritania,Lebanon,Refugees (incl. refugee-like situations),*
2017,Mauritania,Liberia,Refugees (incl. refugee-like situations),*
2017,Mauritania,Libya,Refugees (incl. refugee-like situations),*
2017,Mauritania,Mali,Refugees (incl. refugee-like situations),49829
2017,Mauritania,Nigeria,Refugees (incl. refugee-like situations),17
2017,Mauritania,Palestinian,Refugees (incl. refugee-like situations),40
2017,Mauritania,Rwanda,Refugees (incl. refugee-like situations),*
2017,Mauritania,Sudan,Refugees (incl. refugee-like situations),12
2017,Mauritania,Senegal,Refugees (incl. refugee-like situations),70
2017,Mauritania,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Mauritania,Somalia,Refugees (incl. refugee-like situations),5
2017,Mauritania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),464
2017,Mauritania,Chad,Refugees (incl. refugee-like situations),*
2017,Mauritania,Togo,Refugees (incl. refugee-like situations),30
2017,Mauritania,Ukraine,Refugees (incl. refugee-like situations),*
2017,Mauritania,Yemen,Refugees (incl. refugee-like situations),*
2017,Mauritius,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Malawi,Burundi,Refugees (incl. refugee-like situations),1649
2017,Malawi,Brazil,Refugees (incl. refugee-like situations),*
2017,Malawi,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5334
2017,Malawi,Ethiopia,Refugees (incl. refugee-like situations),5
2017,Malawi,Rwanda,Refugees (incl. refugee-like situations),1943
2017,Malawi,Somalia,Refugees (incl. refugee-like situations),46
2017,Malawi,South Sudan,Refugees (incl. refugee-like situations),*
2017,Malawi,Zambia,Refugees (incl. refugee-like situations),*
2017,Malaysia,Afghanistan,Refugees (incl. refugee-like situations),389
2017,Malaysia,Bangladesh,Refugees (incl. refugee-like situations),27
2017,Malaysia,Bhutan,Refugees (incl. refugee-like situations),*
2017,Malaysia,China,Refugees (incl. refugee-like situations),15
2017,Malaysia,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Malaysia,Cameroon,Refugees (incl. refugee-like situations),*
2017,Malaysia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Malaysia,Algeria,Refugees (incl. refugee-like situations),*
2017,Malaysia,Egypt,Refugees (incl. refugee-like situations),*
2017,Malaysia,Eritrea,Refugees (incl. refugee-like situations),*
2017,Malaysia,Ethiopia,Refugees (incl. refugee-like situations),8
2017,Malaysia,Fiji,Refugees (incl. refugee-like situations),*
2017,Malaysia,United Kingdom,Refugees (incl. refugee-like situations),5
2017,Malaysia,Guinea,Refugees (incl. refugee-like situations),*
2017,Malaysia,Indonesia,Refugees (incl. refugee-like situations),883
2017,Malaysia,India,Refugees (incl. refugee-like situations),*
2017,Malaysia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),187
2017,Malaysia,Iraq,Refugees (incl. refugee-like situations),452
2017,Malaysia,Jordan,Refugees (incl. refugee-like situations),5
2017,Malaysia,Cambodia,Refugees (incl. refugee-like situations),71
2017,Malaysia,Kuwait,Refugees (incl. refugee-like situations),*
2017,Malaysia,Lebanon,Refugees (incl. refugee-like situations),6
2017,Malaysia,Liberia,Refugees (incl. refugee-like situations),10
2017,Malaysia,Libya,Refugees (incl. refugee-like situations),*
2017,Malaysia,Sri Lanka,Refugees (incl. refugee-like situations),974
2017,Malaysia,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Malaysia,Mali,Refugees (incl. refugee-like situations),*
2017,Malaysia,Myanmar,Refugees (incl. refugee-like situations),98041
2017,Malaysia,Nigeria,Refugees (incl. refugee-like situations),*
2017,Malaysia,Nepal,Refugees (incl. refugee-like situations),9
2017,Malaysia,Pakistan,Refugees (incl. refugee-like situations),1092
2017,Malaysia,Philippines,Refugees (incl. refugee-like situations),18
2017,Malaysia,Palestinian,Refugees (incl. refugee-like situations),236
2017,Malaysia,Russian Federation,Refugees (incl. refugee-like situations),*
2017,Malaysia,Sudan,Refugees (incl. refugee-like situations),68
2017,Malaysia,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Malaysia,Somalia,Refugees (incl. refugee-like situations),816
2017,Malaysia,South Sudan,Refugees (incl. refugee-like situations),*
2017,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),372
2017,Malaysia,Thailand,Refugees (incl. refugee-like situations),24
2017,Malaysia,Tibetan,Refugees (incl. refugee-like situations),*
2017,Malaysia,Timor-Leste,Refugees (incl. refugee-like situations),*
2017,Malaysia,United States of America,Refugees (incl. refugee-like situations),8
2017,Malaysia,Viet Nam,Refugees (incl. refugee-like situations),*
2017,Malaysia,Yemen,Refugees (incl. refugee-like situations),76
2017,Malaysia,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Namibia,Burundi,Refugees (incl. refugee-like situations),275
2017,Namibia,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Namibia,Cameroon,Refugees (incl. refugee-like situations),6
2017,Namibia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1666
2017,Namibia,Congo,Refugees (incl. refugee-like situations),*
2017,Namibia,Eritrea,Refugees (incl. refugee-like situations),*
2017,Namibia,Ethiopia,Refugees (incl. refugee-like situations),7
2017,Namibia,Kenya,Refugees (incl. refugee-like situations),*
2017,Namibia,Nigeria,Refugees (incl. refugee-like situations),*
2017,Namibia,Rwanda,Refugees (incl. refugee-like situations),145
2017,Namibia,Somalia,Refugees (incl. refugee-like situations),9
2017,Namibia,South Sudan,Refugees (incl. refugee-like situations),*
2017,Namibia,Uganda,Refugees (incl. refugee-like situations),5
2017,Namibia,Ukraine,Refugees (incl. refugee-like situations),*
2017,Namibia,Zimbabwe,Refugees (incl. refugee-like situations),64
2017,Niger,Burundi,Refugees (incl. refugee-like situations),*
2017,Niger,Central African Rep.,Refugees (incl. refugee-like situations),65
2017,Niger,Côte d'Ivoire,Refugees (incl. refugee-like situations),51
2017,Niger,Cameroon,Refugees (incl. refugee-like situations),*
2017,Niger,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),75
2017,Niger,Congo,Refugees (incl. refugee-like situations),*
2017,Niger,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,Niger,Iraq,Refugees (incl. refugee-like situations),6
2017,Niger,Liberia,Refugees (incl. refugee-like situations),*
2017,Niger,Libya,Refugees (incl. refugee-like situations),6
2017,Niger,Mali,Refugees (incl. refugee-like situations),56838
2017,Niger,Nigeria,Refugees (incl. refugee-like situations),108470
2017,Niger,Rwanda,Refugees (incl. refugee-like situations),18
2017,Niger,Sudan,Refugees (incl. refugee-like situations),9
2017,Niger,Somalia,Refugees (incl. refugee-like situations),9
2017,Niger,South Sudan,Refugees (incl. refugee-like situations),*
2017,Niger,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2017,Niger,Chad,Refugees (incl. refugee-like situations),165
2017,Niger,Togo,Refugees (incl. refugee-like situations),*
2017,Nigeria,Afghanistan,Refugees (incl. refugee-like situations),5
2017,Nigeria,Benin,Refugees (incl. refugee-like situations),*
2017,Nigeria,Central African Rep.,Refugees (incl. refugee-like situations),403
2017,Nigeria,Côte d'Ivoire,Refugees (incl. refugee-like situations),122
2017,Nigeria,Cameroon,Refugees (incl. refugee-like situations),95
2017,Nigeria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),599
2017,Nigeria,Congo,Refugees (incl. refugee-like situations),*
2017,Nigeria,Eritrea,Refugees (incl. refugee-like situations),25
2017,Nigeria,Ethiopia,Refugees (incl. refugee-like situations),6
2017,Nigeria,Georgia,Refugees (incl. refugee-like situations),*
2017,Nigeria,Ghana,Refugees (incl. refugee-like situations),*
2017,Nigeria,Guinea,Refugees (incl. refugee-like situations),17
2017,Nigeria,Gambia,Refugees (incl. refugee-like situations),*
2017,Nigeria,Guinea-Bissau,Refugees (incl. refugee-like situations),5
2017,Nigeria,Equatorial Guinea,Refugees (incl. refugee-like situations),*
2017,Nigeria,Iraq,Refugees (incl. refugee-like situations),*
2017,Nigeria,Kyrgyzstan,Refugees (incl. refugee-like situations),*
2017,Nigeria,Lebanon,Refugees (incl. refugee-like situations),*
2017,Nigeria,Liberia,Refugees (incl. refugee-like situations),9
2017,Nigeria,Libya,Refugees (incl. refugee-like situations),*
2017,Nigeria,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Nigeria,Mali,Refugees (incl. refugee-like situations),137
2017,Nigeria,Palestinian,Refugees (incl. refugee-like situations),8
2017,Nigeria,Rwanda,Refugees (incl. refugee-like situations),*
2017,Nigeria,Sudan,Refugees (incl. refugee-like situations),48
